entry_id,period,effective_date,posting_date,debit_account,credit_account,amount_minor,amount,memo,vendor,customer,source_document_id,transaction_id,entry_type,category
JE-HAP-2026-01-1620,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,9110,91.1,usage overage block 2026-01,Cambridge Properties,,HAP-2026-01-1620,HAP-2026-01-1620,historical_ap,volume_opex
JE-HAP-2026-01-1621,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1440121,14401.21,premium support 2026-01,GitHub,,HAP-2026-01-1621,HAP-2026-01-1621,historical_ap,volume_opex
JE-HAP-2026-01-1622,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,38632,386.32,warehouse consumables 2026-01,Misc Supplies,,HAP-2026-01-1622,HAP-2026-01-1622,historical_ap,volume_opex
JE-HAP-2026-01-1623,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1343,13.43,security monitoring hosts 2026-01,Okta,,HAP-2026-01-1623,HAP-2026-01-1623,historical_ap,volume_opex
JE-HAP-2026-01-1624,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,4654,46.54,usage overage block 2026-01,Cloudflare,,HAP-2026-01-1624,HAP-2026-01-1624,historical_ap,volume_opex
JE-HAP-2026-01-1625,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,900165,9001.65,premium support 2026-01,Staples Business Advantage,,HAP-2026-01-1625,HAP-2026-01-1625,historical_ap,volume_opex
JE-HAP-2026-01-1626,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,27126,271.26,warehouse consumables 2026-01,Comcast Business,,HAP-2026-01-1626,HAP-2026-01-1626,historical_ap,volume_opex
JE-HAP-2026-01-1627,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,10987,109.87,security monitoring hosts 2026-01,HubSpot,,HAP-2026-01-1627,HAP-2026-01-1627,historical_ap,volume_opex
JE-HAP-2026-01-1628,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,16698,166.98,usage overage block 2026-01,Palo Alto Networks,,HAP-2026-01-1628,HAP-2026-01-1628,historical_ap,volume_opex
JE-HAP-2026-01-1629,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7909,79.09,warehouse consumables 2026-01,Zoom Video,,HAP-2026-01-1629,HAP-2026-01-1629,historical_ap,volume_opex
JE-HAP-2026-01-1630,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,5020,50.2,security monitoring hosts 2026-01,Helios Hardware Supply,,HAP-2026-01-1630,HAP-2026-01-1630,historical_ap,volume_opex
JE-HAP-2026-01-1631,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,9231,92.31,usage overage block 2026-01,ADP,,HAP-2026-01-1631,HAP-2026-01-1631,historical_ap,volume_opex
JE-HAP-2026-01-1632,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1440242,14402.42,premium support 2026-01,CleanRoom Janitorial,,HAP-2026-01-1632,HAP-2026-01-1632,historical_ap,volume_opex
JE-HAP-2026-01-1633,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,38500,385.0,warehouse consumables 2026-01,Adyen NV,,HAP-2026-01-1633,HAP-2026-01-1633,historical_ap,volume_opex
JE-HAP-2026-01-1634,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1211,12.11,security monitoring hosts 2026-01,Carta,,HAP-2026-01-1634,HAP-2026-01-1634,historical_ap,volume_opex
JE-HAP-2026-01-1635,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,4522,45.22,usage overage block 2026-01,Northwood Supply,,HAP-2026-01-1635,HAP-2026-01-1635,historical_ap,volume_opex
JE-HAP-2026-01-1636,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,900033,9000.33,premium support 2026-01,Beacon Components,,HAP-2026-01-1636,HAP-2026-01-1636,historical_ap,volume_opex
JE-HAP-2026-01-1637,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,26994,269.94,warehouse consumables 2026-01,Nimbus Systems,,HAP-2026-01-1637,HAP-2026-01-1637,historical_ap,volume_opex
JE-HAP-2026-01-1638,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,10855,108.55,security monitoring hosts 2026-01,Alder Partners,,HAP-2026-01-1638,HAP-2026-01-1638,historical_ap,volume_opex
JE-HAP-2026-01-1639,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,16566,165.66,usage overage block 2026-01,Northwood Studio,,HAP-2026-01-1639,HAP-2026-01-1639,historical_ap,volume_opex
JE-HAP-2026-01-1640,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,360077,3600.77,premium support 2026-01,Beacon Supply,,HAP-2026-01-1640,HAP-2026-01-1640,historical_ap,volume_opex
JE-HAP-2026-01-1641,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,15488,154.88,warehouse consumables 2026-01,Nimbus Components,,HAP-2026-01-1641,HAP-2026-01-1641,historical_ap,volume_opex
JE-HAP-2026-01-1642,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7299,72.99,security monitoring hosts 2026-01,Alder Systems,,HAP-2026-01-1642,HAP-2026-01-1642,historical_ap,volume_opex
JE-HAP-2026-01-1643,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,12110,121.1,usage overage block 2026-01,Northwood Partners,,HAP-2026-01-1643,HAP-2026-01-1643,historical_ap,volume_opex
JE-HAP-2026-01-1644,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1800121,18001.21,premium support 2026-01,Beacon Studio,,HAP-2026-01-1644,HAP-2026-01-1644,historical_ap,volume_opex
JE-HAP-2026-01-1645,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3982,39.82,warehouse consumables 2026-01,Nimbus Supply,,HAP-2026-01-1645,HAP-2026-01-1645,historical_ap,volume_opex
JE-HAP-2026-01-1646,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3743,37.43,security monitoring hosts 2026-01,Alder Components,,HAP-2026-01-1646,HAP-2026-01-1646,historical_ap,volume_opex
JE-HAP-2026-01-1647,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7654,76.54,usage overage block 2026-01,Northwood Systems,,HAP-2026-01-1647,HAP-2026-01-1647,historical_ap,volume_opex
JE-HAP-2026-01-1648,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1260165,12601.65,premium support 2026-01,Beacon Partners,,HAP-2026-01-1648,HAP-2026-01-1648,historical_ap,volume_opex
JE-HAP-2026-01-1649,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,34826,348.26,warehouse consumables 2026-01,Nimbus Studio,,HAP-2026-01-1649,HAP-2026-01-1649,historical_ap,volume_opex
JE-HAP-2026-01-1650,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,13387,133.87,security monitoring hosts 2026-01,Alder Supply,,HAP-2026-01-1650,HAP-2026-01-1650,historical_ap,volume_opex
JE-HAP-2026-01-1651,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,360198,3601.98,premium support 2026-01,Timber Partners,,HAP-2026-01-1651,HAP-2026-01-1651,historical_ap,volume_opex
JE-HAP-2026-01-1652,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,15609,156.09,warehouse consumables 2026-01,Ginkgo Studio,,HAP-2026-01-1652,HAP-2026-01-1652,historical_ap,volume_opex
JE-HAP-2026-01-1653,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7420,74.2,security monitoring hosts 2026-01,Teak Supply,,HAP-2026-01-1653,HAP-2026-01-1653,historical_ap,volume_opex
JE-HAP-2026-01-1654,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,12231,122.31,usage overage block 2026-01,Harbor Components,,HAP-2026-01-1654,HAP-2026-01-1654,historical_ap,volume_opex
JE-HAP-2026-01-1655,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1800242,18002.42,premium support 2026-01,Timber Systems,,HAP-2026-01-1655,HAP-2026-01-1655,historical_ap,volume_opex
JE-HAP-2026-01-1656,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3850,38.5,warehouse consumables 2026-01,Ginkgo Partners,,HAP-2026-01-1656,HAP-2026-01-1656,historical_ap,volume_opex
JE-HAP-2026-01-1657,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3611,36.11,security monitoring hosts 2026-01,Teak Studio,,HAP-2026-01-1657,HAP-2026-01-1657,historical_ap,volume_opex
JE-HAP-2026-01-1658,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7522,75.22,usage overage block 2026-01,Harbor Supply,,HAP-2026-01-1658,HAP-2026-01-1658,historical_ap,volume_opex
JE-HAP-2026-01-1659,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1260033,12600.33,premium support 2026-01,Timber Components,,HAP-2026-01-1659,HAP-2026-01-1659,historical_ap,volume_opex
JE-HAP-2026-01-1660,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,34694,346.94,warehouse consumables 2026-01,Ginkgo Systems,,HAP-2026-01-1660,HAP-2026-01-1660,historical_ap,volume_opex
JE-HAP-2026-01-1661,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,13255,132.55,security monitoring hosts 2026-01,Teak Partners,,HAP-2026-01-1661,HAP-2026-01-1661,historical_ap,volume_opex
JE-HAP-2026-01-1662,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3066,30.66,usage overage block 2026-01,Harbor Studio,,HAP-2026-01-1662,HAP-2026-01-1662,historical_ap,volume_opex
JE-HAP-2026-01-1663,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,720077,7200.77,premium support 2026-01,Timber Supply,,HAP-2026-01-1663,HAP-2026-01-1663,historical_ap,volume_opex
JE-HAP-2026-01-1664,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,23188,231.88,warehouse consumables 2026-01,Ginkgo Components,,HAP-2026-01-1664,HAP-2026-01-1664,historical_ap,volume_opex
JE-HAP-2026-01-1665,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,9699,96.99,security monitoring hosts 2026-01,Teak Systems,,HAP-2026-01-1665,HAP-2026-01-1665,historical_ap,volume_opex
JE-HAP-2026-01-1666,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,15110,151.1,usage overage block 2026-01,Harbor Partners,,HAP-2026-01-1666,HAP-2026-01-1666,historical_ap,volume_opex
JE-HAP-2026-01-1667,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,180121,1801.21,premium support 2026-01,Timber Studio,,HAP-2026-01-1667,HAP-2026-01-1667,historical_ap,volume_opex
JE-HAP-2026-01-1668,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,11682,116.82,warehouse consumables 2026-01,Ginkgo Supply,,HAP-2026-01-1668,HAP-2026-01-1668,historical_ap,volume_opex
JE-HAP-2026-01-1669,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,6143,61.43,security monitoring hosts 2026-01,Teak Components,,HAP-2026-01-1669,HAP-2026-01-1669,historical_ap,volume_opex
JE-HAP-2026-01-1670,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,10654,106.54,usage overage block 2026-01,Harbor Systems,,HAP-2026-01-1670,HAP-2026-01-1670,historical_ap,volume_opex
JE-HAP-2026-01-1671,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1620165,16201.65,premium support 2026-01,Timber Partners,,HAP-2026-01-1671,HAP-2026-01-1671,historical_ap,volume_opex
JE-HAP-2026-01-1672,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,42526,425.26,warehouse consumables 2026-01,Ginkgo Studio,,HAP-2026-01-1672,HAP-2026-01-1672,historical_ap,volume_opex
JE-HAP-2026-01-1673,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3187,31.87,usage overage block 2026-01,Alder Systems,,HAP-2026-01-1673,HAP-2026-01-1673,historical_ap,volume_opex
JE-HAP-2026-01-1674,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,720198,7201.98,premium support 2026-01,Northwood Partners,,HAP-2026-01-1674,HAP-2026-01-1674,historical_ap,volume_opex
JE-HAP-2026-01-1675,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,23309,233.09,warehouse consumables 2026-01,Beacon Studio,,HAP-2026-01-1675,HAP-2026-01-1675,historical_ap,volume_opex
JE-HAP-2026-01-1676,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,9820,98.2,security monitoring hosts 2026-01,Nimbus Supply,,HAP-2026-01-1676,HAP-2026-01-1676,historical_ap,volume_opex
JE-HAP-2026-01-1677,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,15231,152.31,usage overage block 2026-01,Alder Components,,HAP-2026-01-1677,HAP-2026-01-1677,historical_ap,volume_opex
JE-HAP-2026-01-1678,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,180242,1802.42,premium support 2026-01,Northwood Systems,,HAP-2026-01-1678,HAP-2026-01-1678,historical_ap,volume_opex
JE-HAP-2026-01-1679,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,11550,115.5,warehouse consumables 2026-01,Beacon Partners,,HAP-2026-01-1679,HAP-2026-01-1679,historical_ap,volume_opex
JE-HAP-2026-01-1680,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,6011,60.11,security monitoring hosts 2026-01,Nimbus Studio,,HAP-2026-01-1680,HAP-2026-01-1680,historical_ap,volume_opex
JE-HAP-2026-01-1681,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,10522,105.22,usage overage block 2026-01,Alder Supply,,HAP-2026-01-1681,HAP-2026-01-1681,historical_ap,volume_opex
JE-HAP-2026-01-1682,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1620033,16200.33,premium support 2026-01,Northwood Components,,HAP-2026-01-1682,HAP-2026-01-1682,historical_ap,volume_opex
JE-HAP-2026-01-1683,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,42394,423.94,warehouse consumables 2026-01,Beacon Systems,,HAP-2026-01-1683,HAP-2026-01-1683,historical_ap,volume_opex
JE-HAP-2026-01-1684,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,2455,24.55,security monitoring hosts 2026-01,Nimbus Partners,,HAP-2026-01-1684,HAP-2026-01-1684,historical_ap,volume_opex
JE-HAP-2026-01-1685,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,6066,60.66,usage overage block 2026-01,Alder Studio,,HAP-2026-01-1685,HAP-2026-01-1685,historical_ap,volume_opex
JE-HAP-2026-01-1686,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1080077,10800.77,premium support 2026-01,Northwood Supply,,HAP-2026-01-1686,HAP-2026-01-1686,historical_ap,volume_opex
JE-HAP-2026-01-1687,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,30888,308.88,warehouse consumables 2026-01,Beacon Components,,HAP-2026-01-1687,HAP-2026-01-1687,historical_ap,volume_opex
JE-HAP-2026-01-1688,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,12099,120.99,security monitoring hosts 2026-01,Nimbus Systems,,HAP-2026-01-1688,HAP-2026-01-1688,historical_ap,volume_opex
JE-HAP-2026-01-1689,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1610,16.1,usage overage block 2026-01,Alder Partners,,HAP-2026-01-1689,HAP-2026-01-1689,historical_ap,volume_opex
JE-HAP-2026-01-1690,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,540121,5401.21,premium support 2026-01,Northwood Studio,,HAP-2026-01-1690,HAP-2026-01-1690,historical_ap,volume_opex
JE-HAP-2026-01-1691,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,19382,193.82,warehouse consumables 2026-01,Beacon Supply,,HAP-2026-01-1691,HAP-2026-01-1691,historical_ap,volume_opex
JE-HAP-2026-01-1692,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,8543,85.43,security monitoring hosts 2026-01,Nimbus Components,,HAP-2026-01-1692,HAP-2026-01-1692,historical_ap,volume_opex
JE-HAP-2026-01-1693,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,13654,136.54,usage overage block 2026-01,Alder Systems,,HAP-2026-01-1693,HAP-2026-01-1693,historical_ap,volume_opex
JE-HAP-2026-01-1694,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1980165,19801.65,premium support 2026-01,Northwood Partners,,HAP-2026-01-1694,HAP-2026-01-1694,historical_ap,volume_opex
JE-HAP-2026-01-1695,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,2576,25.76,security monitoring hosts 2026-01,Ginkgo Components,,HAP-2026-01-1695,HAP-2026-01-1695,historical_ap,volume_opex
JE-HAP-2026-01-1696,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,6187,61.87,usage overage block 2026-01,Teak Systems,,HAP-2026-01-1696,HAP-2026-01-1696,historical_ap,volume_opex
JE-HAP-2026-01-1697,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1080198,10801.98,premium support 2026-01,Harbor Partners,,HAP-2026-01-1697,HAP-2026-01-1697,historical_ap,volume_opex
JE-HAP-2026-01-1698,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,31009,310.09,warehouse consumables 2026-01,Timber Studio,,HAP-2026-01-1698,HAP-2026-01-1698,historical_ap,volume_opex
JE-HAP-2026-01-1699,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,12220,122.2,security monitoring hosts 2026-01,Ginkgo Supply,,HAP-2026-01-1699,HAP-2026-01-1699,historical_ap,volume_opex
JE-HAP-2026-01-1700,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1731,17.31,usage overage block 2026-01,Teak Components,,HAP-2026-01-1700,HAP-2026-01-1700,historical_ap,volume_opex
JE-HAP-2026-01-1701,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,540242,5402.42,premium support 2026-01,Harbor Systems,,HAP-2026-01-1701,HAP-2026-01-1701,historical_ap,volume_opex
JE-HAP-2026-01-1702,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,19250,192.5,warehouse consumables 2026-01,Timber Partners,,HAP-2026-01-1702,HAP-2026-01-1702,historical_ap,volume_opex
JE-HAP-2026-01-1703,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,8411,84.11,security monitoring hosts 2026-01,Ginkgo Studio,,HAP-2026-01-1703,HAP-2026-01-1703,historical_ap,volume_opex
JE-HAP-2026-01-1704,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,13522,135.22,usage overage block 2026-01,Teak Supply,,HAP-2026-01-1704,HAP-2026-01-1704,historical_ap,volume_opex
JE-HAP-2026-01-1705,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1980033,19800.33,premium support 2026-01,Harbor Components,,HAP-2026-01-1705,HAP-2026-01-1705,historical_ap,volume_opex
JE-HAP-2026-01-1706,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7744,77.44,warehouse consumables 2026-01,Timber Systems,,HAP-2026-01-1706,HAP-2026-01-1706,historical_ap,volume_opex
JE-HAP-2026-01-1707,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,4855,48.55,security monitoring hosts 2026-01,Ginkgo Partners,,HAP-2026-01-1707,HAP-2026-01-1707,historical_ap,volume_opex
JE-HAP-2026-01-1708,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,9066,90.66,usage overage block 2026-01,Teak Studio,,HAP-2026-01-1708,HAP-2026-01-1708,historical_ap,volume_opex
JE-HAP-2026-01-1709,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1440077,14400.77,premium support 2026-01,Harbor Supply,,HAP-2026-01-1709,HAP-2026-01-1709,historical_ap,volume_opex
JE-HAP-2026-01-1710,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,38588,385.88,warehouse consumables 2026-01,Timber Components,,HAP-2026-01-1710,HAP-2026-01-1710,historical_ap,volume_opex
JE-HAP-2026-01-1711,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1299,12.99,security monitoring hosts 2026-01,Ginkgo Systems,,HAP-2026-01-1711,HAP-2026-01-1711,historical_ap,volume_opex
JE-HAP-2026-01-1712,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,4610,46.1,usage overage block 2026-01,Teak Partners,,HAP-2026-01-1712,HAP-2026-01-1712,historical_ap,volume_opex
JE-HAP-2026-01-1713,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,900121,9001.21,premium support 2026-01,Harbor Studio,,HAP-2026-01-1713,HAP-2026-01-1713,historical_ap,volume_opex
JE-HAP-2026-01-1714,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,27082,270.82,warehouse consumables 2026-01,Timber Supply,,HAP-2026-01-1714,HAP-2026-01-1714,historical_ap,volume_opex
JE-HAP-2026-01-1715,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,10943,109.43,security monitoring hosts 2026-01,Ginkgo Components,,HAP-2026-01-1715,HAP-2026-01-1715,historical_ap,volume_opex
JE-HAP-2026-01-1716,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,16654,166.54,usage overage block 2026-01,Teak Systems,,HAP-2026-01-1716,HAP-2026-01-1716,historical_ap,volume_opex
JE-HAP-2026-01-1717,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7865,78.65,warehouse consumables 2026-01,Northwood Supply,,HAP-2026-01-1717,HAP-2026-01-1717,historical_ap,volume_opex
JE-HAP-2026-01-1718,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,4976,49.76,security monitoring hosts 2026-01,Beacon Components,,HAP-2026-01-1718,HAP-2026-01-1718,historical_ap,volume_opex
JE-HAP-2026-01-1719,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,9187,91.87,usage overage block 2026-01,Nimbus Systems,,HAP-2026-01-1719,HAP-2026-01-1719,historical_ap,volume_opex
JE-HAP-2026-01-1720,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1440198,14401.98,premium support 2026-01,Alder Partners,,HAP-2026-01-1720,HAP-2026-01-1720,historical_ap,volume_opex
JE-HAP-2026-01-1721,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,38709,387.09,warehouse consumables 2026-01,Northwood Studio,,HAP-2026-01-1721,HAP-2026-01-1721,historical_ap,volume_opex
JE-HAP-2026-01-1722,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1420,14.2,security monitoring hosts 2026-01,Beacon Supply,,HAP-2026-01-1722,HAP-2026-01-1722,historical_ap,volume_opex
JE-HAP-2026-01-1723,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,4731,47.31,usage overage block 2026-01,Nimbus Components,,HAP-2026-01-1723,HAP-2026-01-1723,historical_ap,volume_opex
JE-HAP-2026-01-1724,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,900242,9002.42,premium support 2026-01,Alder Systems,,HAP-2026-01-1724,HAP-2026-01-1724,historical_ap,volume_opex
JE-HAP-2026-01-1725,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,26950,269.5,warehouse consumables 2026-01,Northwood Partners,,HAP-2026-01-1725,HAP-2026-01-1725,historical_ap,volume_opex
JE-HAP-2026-01-1726,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,10811,108.11,security monitoring hosts 2026-01,Amazon Web Services,,HAP-2026-01-1726,HAP-2026-01-1726,historical_ap,volume_opex
JE-HAP-2026-01-1727,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,16522,165.22,usage overage block 2026-01,Datadog,,HAP-2026-01-1727,HAP-2026-01-1727,historical_ap,volume_opex
JE-HAP-2026-01-1728,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,360033,3600.33,premium support 2026-01,Hartford Insurance,,HAP-2026-01-1728,HAP-2026-01-1728,historical_ap,volume_opex
JE-HAP-2026-01-1729,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,15444,154.44,warehouse consumables 2026-01,Harbor Electric,,HAP-2026-01-1729,HAP-2026-01-1729,historical_ap,volume_opex
JE-HAP-2026-01-1730,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7255,72.55,security monitoring hosts 2026-01,Freightline Logistics,,HAP-2026-01-1730,HAP-2026-01-1730,historical_ap,volume_opex
JE-HAP-2026-01-1731,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,12066,120.66,usage overage block 2026-01,Notion Labs,,HAP-2026-01-1731,HAP-2026-01-1731,historical_ap,volume_opex
JE-HAP-2026-01-1732,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1800077,18000.77,premium support 2026-01,Zoom Video,,HAP-2026-01-1732,HAP-2026-01-1732,historical_ap,volume_opex
JE-HAP-2026-01-1733,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3938,39.38,warehouse consumables 2026-01,Helios Hardware Supply,,HAP-2026-01-1733,HAP-2026-01-1733,historical_ap,volume_opex
JE-HAP-2026-01-1734,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,3699,36.99,security monitoring hosts 2026-01,ADP,,HAP-2026-01-1734,HAP-2026-01-1734,historical_ap,volume_opex
JE-HAP-2026-01-1735,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7610,76.1,usage overage block 2026-01,CleanRoom Janitorial,,HAP-2026-01-1735,HAP-2026-01-1735,historical_ap,volume_opex
JE-HAP-2026-01-1736,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1260121,12601.21,premium support 2026-01,Adyen NV,,HAP-2026-01-1736,HAP-2026-01-1736,historical_ap,volume_opex
JE-HAP-2026-01-1737,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,34782,347.82,warehouse consumables 2026-01,Carta,,HAP-2026-01-1737,HAP-2026-01-1737,historical_ap,volume_opex
JE-HAP-2026-01-1738,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,13343,133.43,security monitoring hosts 2026-01,Northwood Supply,,HAP-2026-01-1738,HAP-2026-01-1738,historical_ap,volume_opex
JE-HAP-2026-01-1739,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,360154,3601.54,premium support 2026-01,Staples Business Advantage,,HAP-2026-01-1739,HAP-2026-01-1739,historical_ap,volume_opex
JE-HAP-2026-01-1740,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,15565,155.65,warehouse consumables 2026-01,Comcast Business,,HAP-2026-01-1740,HAP-2026-01-1740,historical_ap,volume_opex
JE-HAP-2026-01-1741,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,7376,73.76,security monitoring hosts 2026-01,HubSpot,,HAP-2026-01-1741,HAP-2026-01-1741,historical_ap,volume_opex
JE-HAP-2026-01-1742,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,12187,121.87,usage overage block 2026-01,Palo Alto Networks,,HAP-2026-01-1742,HAP-2026-01-1742,historical_ap,volume_opex
JE-HAP-2026-01-1743,2026-01,2026-01-31,2026-01-31,6000-Operating,1000-Cash,1800198,18001.98,premium support 2026-01,Vanta,,HAP-2026-01-1743,HAP-2026-01-1743,historical_ap,volume_opex
